epoch,loss,val_loss
0,0.309010006,0.231688363
1,0.261077623,0.201878884
2,0.247225001,0.193755816
3,0.228965257,0.171729285
4,0.228788102,0.175086361
5,0.216701407,0.199933052
6,0.207414821,0.168387631
7,0.200043294,0.196577596
8,0.202689132,0.152161681
9,0.196192653,0.15496696
10,0.196160745,0.179641454
11,0.186790672,0.187655204
12,0.184910833,0.155039074
13,0.172864687,0.190815619
14,0.177657286,0.160737393
15,0.173998265,0.145021929
16,0.171149104,0.149224129
17,0.163053463,0.155183357
18,0.166599726,0.145418032
19,0.161513156,0.149438903
20,0.164144271,0.148683357
21,0.162158186,0.133303745
22,0.160746345,0.130845777
23,0.164681166,0.126908678
24,0.159592543,0.132513266
25,0.148897459,0.143390601
26,0.155817212,0.136086272
27,0.155570515,0.154337449
28,0.149890471,0.132579196
29,0.149275194,0.143099634
30,0.145512988,0.132120745
31,0.14133005,0.125678651
32,0.147309815,0.130240335
33,0.151005405,0.137592512
34,0.140748137,0.146353929
35,0.142593938,0.130945293
36,0.142961826,0.137504211
37,0.139255663,0.129374506
38,0.142574084,0.120473205
39,0.142108826,0.126233966
40,0.14114751,0.122991821
41,0.129240161,0.136525165
42,0.140004109,0.119213062
43,0.143260819,0.130473379
44,0.13428909,0.118752194
45,0.13791826,0.130918701
46,0.13232127,0.124178661
47,0.129392015,0.132943841
48,0.134019997,0.129215794
49,0.130139681,0.128486595
50,0.134110238,0.12353378
51,0.130097071,0.122894875
52,0.131430386,0.124765404
53,0.131662204,0.123679915
54,0.130677306,0.121279084
55,0.130269102,0.121478312
56,0.128710608,0.13690476
57,0.130443221,0.143051288
58,0.129308355,0.122730637
59,0.119886735,0.118180303
60,0.126099613,0.111498865
61,0.123453575,0.119428257
62,0.124592137,0.130190378
63,0.126056789,0.12720585
64,0.124907635,0.117021203
65,0.126133707,0.112524502
66,0.124139115,0.121215936
67,0.123283487,0.116113758
68,0.121610716,0.11404178
69,0.124317783,0.125417906
70,0.122160591,0.127972647
71,0.122877637,0.12169704
72,0.11758208,0.116737471
73,0.128877416,0.117725896
74,0.124214444,0.12639461
75,0.119365517,0.118803162
76,0.118150032,0.114436442
77,0.123099416,0.116834416
78,0.124211702,0.117919085
79,0.128127866,0.111707496
80,0.118518683,0.111513672
81,0.115113635,0.124476555
82,0.116578633,0.117818991
83,0.122569871,0.117224096
84,0.118003832,0.122350075
85,0.120148241,0.111243388
86,0.119803663,0.116457335
87,0.111132648,0.109645
88,0.114567278,0.121095101
89,0.115238283,0.113760065
90,0.117124106,0.113170722
91,0.118248152,0.11689407
92,0.115092621,0.115103861
93,0.115038016,0.11839086
94,0.117928497,0.117202947
95,0.111326998,0.108763989
96,0.113296156,0.125504484
97,0.113557736,0.108195053
98,0.115366038,0.110757931
99,0.10902182,0.117084856
100,0.113635167,0.106949514
101,0.112477888,0.115468037
102,0.113293544,0.123305265
103,0.109841113,0.112621588
104,0.112069467,0.120004671
105,0.111569012,0.107651011
106,0.110989693,0.119802355
107,0.10813201,0.116608757
108,0.109567623,0.117041442
109,0.11476282,0.116213969
110,0.108937234,0.117430925
111,0.107121087,0.113585284
112,0.110312092,0.113586122
113,0.10252071,0.107353446
114,0.108423998,0.11761218
115,0.109499749,0.109126582
116,0.10954733,0.113515695
117,0.103306235,0.115641068
118,0.110005401,0.113588166
119,0.107723635,0.11802413
120,0.102494062,0.113099105
121,0.106512521,0.115744377
122,0.106641807,0.116641776
123,0.108180253,0.117082089
124,0.108267868,0.11438653
125,0.10558881,0.119898175
126,0.100538158,0.11448446
127,0.103006676,0.119570318
128,0.106634679,0.112808084
129,0.107899879,0.11550295
130,0.100443604,0.113198297
131,0.106260384,0.114508167
132,0.104526602,0.113615832
133,0.105915094,0.116926269
134,0.102590531,0.117675798
135,0.108748878,0.123540279
136,0.101528914,0.116771418
137,0.105279991,0.111872784
138,0.099101618,0.118362144
139,0.102210448,0.122702991
140,0.101062391,0.118478324
141,0.104135373,0.117002373
142,0.102722948,0.116701205
143,0.10197851,0.112904025
144,0.098045066,0.117759993
145,0.10356738,0.115241001
146,0.10318848,0.112741506
147,0.105401863,0.119693911
148,0.098930606,0.119332495
149,0.097848785,0.11267355
150,0.103038238,0.112537293
151,0.098635652,0.119590316
152,0.103195028,0.11598432
153,0.097877783,0.116926713
154,0.103362976,0.109020145
155,0.09696237,0.110251899
156,0.098032146,0.110564304
157,0.101812837,0.114230641
158,0.096002005,0.11596221
159,0.096996313,0.117105684
160,0.097363049,0.111616466
161,0.101456053,0.111930014
162,0.096316439,0.119717024
163,0.097941126,0.112906898
164,0.094781955,0.113357822
165,0.09909041,0.122088148
166,0.101100734,0.119975742
167,0.100096328,0.120062708
168,0.101423096,0.1133929
169,0.09918672,0.1136093
170,0.09997721,0.111169047
171,0.097042281,0.121481696
172,0.102046361,0.113015568
173,0.098226465,0.125221562
174,0.096271161,0.116789979
175,0.09903169,0.12190573
176,0.096041502,0.115655416
177,0.093713316,0.115418213
178,0.105511814,0.117937631
179,0.096077863,0.116689181
180,0.097476823,0.114023585
181,0.094459052,0.11261237
182,0.089667225,0.10795327
183,0.097657307,0.111196739
184,0.095417581,0.112243047
185,0.097462368,0.112824193
186,0.094550456,0.112518123
187,0.097471079,0.120188488
188,0.096676515,0.111642394
189,0.097065202,0.114497067
190,0.096180996,0.122366058
191,0.094225857,0.115220079
192,0.094534706,0.123870514
193,0.099039895,0.109229466
194,0.096480059,0.110196722
195,0.092928256,0.117000516
196,0.096034766,0.117903316
197,0.093718111,0.119858543
198,0.092052657,0.114097936
199,0.09537656,0.115669198